<ID|readonly|noverify>;<Chinese>;<max_chars>;;;;;;;;;;;;;;;;;;;
so_8000_narval_shop;SO.8000\t“独\t角\t鲸”;;;;;;;;;;;;;;;;;;;;
so_8000_narval_0;SNCASO SO.8000\t“独\t角\t鲸”;;;;;;;;;;;;;;;;;;;;
so_8000_narval_1;SO.8000;;;;;;;;;;;;;;;;;;;;
so_8000_narval_2;SO.8000;;;;;;;;;;;;;;;;;;;;
shop/group/d_371_group;D.371;;;;;;;;;;;;;;;;;;;;
pb4y-2_france_shop;☨ PB4Y-2\t“私\t掠\t船”;;;;;;;;;;;;;;;;;;;;
pb4y-2_france_0;☨ 联\t合 PB4Y-2\t“私\t掠\t船”;;;;;;;;;;;;;;;;;;;;
pb4y-2_france_1;☨ PB4Y-2;;;;;;;;;;;;;;;;;;;;
pb4y-2_france_2;☨ PB4Y;;;;;;;;;;;;;;;;;;;;
sbd-5_france_shop;☨ SBD-5\t“无\t畏”;;;;;;;;;;;;;;;;;;;;
sbd-5_france_0;☨ 道\格\t拉\t斯 SBD-5\t“无\t畏”;;;;;;;;;;;;;;;;;;;;
sbd-5_france_1;☨ SBD-5;;;;;;;;;;;;;;;;;;;;
sbd-5_france_2;☨ SBD-5;;;;;;;;;;;;;;;;;;;;
sb2c_5_france_shop;☨ SB2C-5\t“地\t狱\t俯\t冲\t者”;;;;;;;;;;;;;;;;;;;;
sb2c_5_france_0;☨ 柯\t蒂\t斯 SB2C-5\t“地\t狱\t俯\t冲\t者”;;;;;;;;;;;;;;;;;;;;
sb2c_5_france_1;☨ SB2C-5;;;;;;;;;;;;;;;;;;;;
sb2c_5_france_2;☨ SB2C;;;;;;;;;;;;;;;;;;;;
f6f-5_france_shop;☨ F6F-5\t“地\t狱\t猫”;;;;;;;;;;;;;;;;;;;;
f6f-5_france_0;☨ 格\t鲁\t曼 F6F-5\t“地\t狱\t猫”;;;;;;;;;;;;;;;;;;;;
f6f-5_france_1;☨ F6F-5;;;;;;;;;;;;;;;;;;;;
f6f-5_france_2;☨ F6F;;;;;;;;;;;;;;;;;;;;
f6f-5n_france_shop;☨ F6F-5N\t“地\t狱\t猫”;;;;;;;;;;;;;;;;;;;;
f6f-5n_france_0;☨ 格\t鲁\t曼 F6F-5N\t“地\t狱\t猫”;;;;;;;;;;;;;;;;;;;;
f6f-5n_france_1;☨ F6F-5;;;;;;;;;;;;;;;;;;;;
f6f-5n_france_2;☨ F6F;;;;;;;;;;;;;;;;;;;;
d_371_shop;D.371;;;;;;;;;;;;;;;;;;;;
d_371_0;德\t瓦\t蒂\t纳 D.371;;;;;;;;;;;;;;;;;;;;
d_371_1;D.371;;;;;;;;;;;;;;;;;;;;
d_371_2;D.371;;;;;;;;;;;;;;;;;;;;
shop/group/d_500_group;D.500;;;;;;;;;;;;;;;;;;;;
d_500_shop;D.500;;;;;;;;;;;;;;;;;;;;
d_500_0;德\t瓦\t蒂\t纳 D.500;;;;;;;;;;;;;;;;;;;;
d_500_1;D.500;;;;;;;;;;;;;;;;;;;;
d_500_2;D.500;;;;;;;;;;;;;;;;;;;;
d_501_shop;D.501;;;;;;;;;;;;;;;;;;;;
d_501_0;德\t瓦\t蒂\t纳 D.501;;;;;;;;;;;;;;;;;;;;
d_501_1;D.501;;;;;;;;;;;;;;;;;;;;
d_501_2;D.501;;;;;;;;;;;;;;;;;;;;
d_510_shop;D.510\t（帕\t里\t耶\t座\t机）;;;;;;;;;;;;;;;;;;;;
d_510_0;德\t瓦\t蒂\t纳 D.510\t（加\t布\t里\t埃\t尔·帕\t里\t耶\t座\t机）;;;;;;;;;;;;;;;;;;;;
d_510_1;D.510;;;;;;;;;;;;;;;;;;;;
d_510_2;D.510;;;;;;;;;;;;;;;;;;;;
mb_162_shop;MB.162;;;;;;;;;;;;;;;;;;;;
mb_162_0;布\t洛\t赫 MB.162;;;;;;;;;;;;;;;;;;;;
mb_162_1;MB.162;;;;;;;;;;;;;;;;;;;;
mb_162_2;MB.162;;;;;;;;;;;;;;;;;;;;
mb_174_a3_shop;MB.174 A3;;;;;;;;;;;;;;;;;;;;
mb_174_a3_0;布\t洛\t赫 MB.174 A3;;;;;;;;;;;;;;;;;;;;
mb_174_a3_1;MB.174 A3;;;;;;;;;;;;;;;;;;;;
mb_174_a3_2;MB.174;;;;;;;;;;;;;;;;;;;;
d_373_shop;D.373;;;;;;;;;;;;;;;;;;;;
d_373_0;德\t瓦\t蒂\t纳 D.373;;;;;;;;;;;;;;;;;;;;
d_373_1;D.373;;;;;;;;;;;;;;;;;;;;
d_373_2;D.373;;;;;;;;;;;;;;;;;;;;
d_371_hs9_shop;D.371/HS.9;;;;;;;;;;;;;;;;;;;;
d_371_hs9_0;德\t瓦\t蒂\t纳 D.371/HS.9;;;;;;;;;;;;;;;;;;;;
d_371_hs9_1;D.371/HS.9;;;;;;;;;;;;;;;;;;;;
d_371_hs9_2;D.371;;;;;;;;;;;;;;;;;;;;
leo_451_early_shop;LeO 451 早\t期\t型;;;;;;;;;;;;;;;;;;;;
leo_451_early_0;里\t奥\t雷\t-\t奥\t利\t维\t尔 LeO 451 早\t期\t型;;;;;;;;;;;;;;;;;;;;
leo_451_early_1;LeO 451 早\t期\t型;;;;;;;;;;;;;;;;;;;;
leo_451_early_2;LeO 451;;;;;;;;;;;;;;;;;;;;
shop/group/f_222_group;F.222/NC.223;;;;;;;;;;;;;;;;;;;;
f_222_2_shop;F.222.2;;;;;;;;;;;;;;;;;;;;
f_222_2_0;法\t尔\t曼 F.222.2;;;;;;;;;;;;;;;;;;;;
f_222_2_1;F.222.2;;;;;;;;;;;;;;;;;;;;
f_222_2_2;F.222;;;;;;;;;;;;;;;;;;;;
potez_630_shop;P.630;;;;;;;;;;;;;;;;;;;;
potez_630_0;波\t泰 P.630;;;;;;;;;;;;;;;;;;;;
potez_630_1;P.630;;;;;;;;;;;;;;;;;;;;
potez_630_2;P.630;;;;;;;;;;;;;;;;;;;;
potez_631_shop;P.631;;;;;;;;;;;;;;;;;;;;
potez_631_0;波\t泰 P.631;;;;;;;;;;;;;;;;;;;;
potez_631_1;P.631;;;;;;;;;;;;;;;;;;;;
potez_631_2;P.631;;;;;;;;;;;;;;;;;;;;
potez_633_shop;P.633;;;;;;;;;;;;;;;;;;;;
potez_633_0;波\t泰 P.633;;;;;;;;;;;;;;;;;;;;
potez_633_1;P.633;;;;;;;;;;;;;;;;;;;;
potez_633_2;P.633;;;;;;;;;;;;;;;;;;;;
br_693_ab2_shop;Br.693 AB2;;;;;;;;;;;;;;;;;;;;
br_693_ab2_0;布\t雷\t盖 Br.693 AB2;;;;;;;;;;;;;;;;;;;;
br_693_ab2_1;Br.693 AB2;;;;;;;;;;;;;;;;;;;;
br_693_ab2_2;Br.693;;;;;;;;;;;;;;;;;;;;
mb_157_shop;MB.157;;;;;;;;;;;;;;;;;;;;
mb_157_0;布\t洛\t赫 MB.157;;;;;;;;;;;;;;;;;;;;
mb_157_1;MB.157;;;;;;;;;;;;;;;;;;;;
mb_157_2;MB.157;;;;;;;;;;;;;;;;;;;;
ms_410c1_shop;MS.410;;;;;;;;;;;;;;;;;;;;
ms_410c1_0;莫\t拉\t纳\t-\t索\t尼\t埃 MS.410;;;;;;;;;;;;;;;;;;;;
ms_410c1_1;MS.410.C1;;;;;;;;;;;;;;;;;;;;
ms_410c1_2;MS.410;;;;;;;;;;;;;;;;;;;;
vb_10_02_shop;VB.10\t（“02”）;;;;;;;;;;;;;;;;;;;;
vb_10_02_0;航\t空\t兵\t工\t厂 VB.10\t（“02”\t号\t原\t型\t机）;;;;;;;;;;;;;;;;;;;;
vb_10_02_1;VB.10\t（“02”）;;;;;;;;;;;;;;;;;;;;
vb_10_02_2;VB.10\t（“02”）;;;;;;;;;;;;;;;;;;;;
vb_10c1_shop;VB.10 C1;;;;;;;;;;;;;;;;;;;;
vb_10c1_0;航\t空\t兵\t工\t厂 VB.10 C1;;;;;;;;;;;;;;;;;;;;
vb_10c1_1;VB.10 C1;;;;;;;;;;;;;;;;;;;;
vb_10c1_2;VB.10 C1;;;;;;;;;;;;;;;;;;;;
vg_33_shop;VG.33 C1;;;;;;;;;;;;;;;;;;;;
vg_33_0;航\t空\t兵\t工\t厂 VG.33 C1;;;;;;;;;;;;;;;;;;;;
vg_33_1;VG.33 C1;;;;;;;;;;;;;;;;;;;;
vg_33_2;VG.33 C1;;;;;;;;;;;;;;;;;;;;
nc_223_3_shop;NC.223.3;;;;;;;;;;;;;;;;;;;;
nc_223_3_0;法\t尔\t曼 NC.223.3;;;;;;;;;;;;;;;;;;;;
nc_223_3_1;NC.223.3;;;;;;;;;;;;;;;;;;;;
nc_223_3_2;NC.223;;;;;;;;;;;;;;;;;;;;
md_452_mystere_2a_shop;MD.452\t“神\t秘”\tIIA;;;;;;;;;;;;;;;;;;;;
md_452_mystere_2a_0;达\t索 MD.452\t“神\t秘”\tIIA;;;;;;;;;;;;;;;;;;;;
md_452_mystere_2a_1;MD.452\t“神\t秘”\tIIA;;;;;;;;;;;;;;;;;;;;
md_452_mystere_2a_2;MD.452\t“神\t秘”\tII;;;;;;;;;;;;;;;;;;;;
shop/group/md_452_group;MD.452\t“神\t秘”\tII;;;;;;;;;;;;;;;;;;;;
etndard_4m_shop;“军\t旗”\tIVM;;;;;;;;;;;;;;;;;;;;
etndard_4m_0;达\t索 “军\t旗”\tIVM;;;;;;;;;;;;;;;;;;;;
etndard_4m_1;“军\t旗”\tIVM;;;;;;;;;;;;;;;;;;;;
etndard_4m_2;“军\t旗”\tIV;;;;;;;;;;;;;;;;;;;;
super_etendard_97_shop;“超\t军\t旗”;;;;;;;;;;;;;;;;;;;;
super_etendard_97_0;达\t索\t “超\t军\t旗”;;;;;;;;;;;;;;;;;;;;
super_etendard_97_1;“超\t军\t旗”;;;;;;;;;;;;;;;;;;;;
super_etendard_97_2;“超\t军\t旗”;;;;;;;;;;;;;;;;;;;;
md_460_shop;MD.460\t“超\t神\t秘”\tB2;;;;;;;;;;;;;;;;;;;;
md_460_0;达\t索 MD.460\t“超\t神\t秘”\tB2;;;;;;;;;;;;;;;;;;;;
md_460_1;MD.460\t“超\t神\t秘”\tB2;;;;;;;;;;;;;;;;;;;;
md_460_2;MD.460\t“超\t神\t秘”;;;;;;;;;;;;;;;;;;;;
md_460_yt_cup_2019_shop;␙\tMD.460\t“超\t神\t秘”\tB2;;;;;;;;;;;;;;;;;;;;
md_460_yt_cup_2019_0;␙\t达\t索 MD.460\t“超\t神\t秘”\tB2;;;;;;;;;;;;;;;;;;;;
md_460_yt_cup_2019_1;␙\tMD.460\t“超\t神\t秘”\tB2;;;;;;;;;;;;;;;;;;;;
md_460_yt_cup_2019_2;␙\tMD.460\t“超\t神\t秘”;;;;;;;;;;;;;;;;;;;;
md_460_usa_shop;MD.460\t“超\t神\t秘”\tB2;;;;;;;;;;;;;;;;;;;;
md_460_usa_0;达\t索 MD.460\t“超\t神\t秘”\tB2;;;;;;;;;;;;;;;;;;;;
md_460_usa_1;MD.460\t“超\t神\t秘”\tB2;;;;;;;;;;;;;;;;;;;;
md_460_usa_2;MD.460\t“超\t神\t秘”;;;;;;;;;;;;;;;;;;;;
md_460_sambad_shop;\t“萨\t姆\t贝\t德”;;;;;;;;;;;;;;;;;;;;
md_460_sambad_0;\t达\t索\t “萨\t姆\t贝\t德”（\t“超\t神\t秘”\tB2）;;;;;;;;;;;;;;;;;;;;
md_460_sambad_1;\t“超\t神\t秘”\tB2;;;;;;;;;;;;;;;;;;;;
md_460_sambad_2;\t“超\t神\t秘”\tB2;;;;;;;;;;;;;;;;;;;;
md_460_saar_shop;\t“狂\t风”;;;;;;;;;;;;;;;;;;;;
md_460_saar_0;\t以\t色\t列\t航\t空\t工\t业\t “狂\t风”\t（\t“超\t神\t秘”\tB2）;;;;;;;;;;;;;;;;;;;;
md_460_saar_1;\t“超\t神\t秘”\tB2;;;;;;;;;;;;;;;;;;;;
md_460_saar_2;\t“超\t神\t秘”\tB2;;;;;;;;;;;;;;;;;;;;
f-104s_cb_shop;⛨ F-104S\t“星\t战\t士”\t（土\t耳\t其）;;;;;;;;;;;;;;;;;;;;
f-104s_cb_0;⛨ 意\t大\t利\t航\t空 F-104S\t“星\t战\t士”\t（土\t耳\t其\t空\t军）;;;;;;;;;;;;;;;;;;;;
f-104s_cb_1;⛨ F-104S;;;;;;;;;;;;;;;;;;;;
f-104s_cb_2;⛨ F-104;;;;;;;;;;;;;;;;;;;;
f-104s_shop;⛨ F-104S/CI\t“星\t战\t士”;;;;;;;;;;;;;;;;;;;;
f-104s_0;⛨ 意\t大\t利\t航\t空 F-104S/CI\t“星\t战\t士”;;;;;;;;;;;;;;;;;;;;
f-104s_1;⛨ F-104S;;;;;;;;;;;;;;;;;;;;
f-104s_2;⛨ F-104;;;;;;;;;;;;;;;;;;;;
f-104s_asa_shop;⛨ F-104S/ASA\t“星\t战\t士”;;;;;;;;;;;;;;;;;;;;
f-104s_asa_0;⛨ 意\t大\t利\t航\t空 F-104S/ASA\t“星\t战\t士”;;;;;;;;;;;;;;;;;;;;
f-104s_asa_1;⛨ F-104S;;;;;;;;;;;;;;;;;;;;
f-104s_asa_2;⛨ F-104;;;;;;;;;;;;;;;;;;;;
f-104a_shop;F-104A-20\t“星\t战\t士”;;;;;;;;;;;;;;;;;;;;
f-104a_0;洛\t克\t希\t德 F-104A-20-LO\t“星\t战\t士”;;;;;;;;;;;;;;;;;;;;
f-104a_1;F-104A;;;;;;;;;;;;;;;;;;;;
f-104a_2;F-104;;;;;;;;;;;;;;;;;;;;
f-104c_shop;F-104C-10\t“星\t战\t士”;;;;;;;;;;;;;;;;;;;;
f-104c_0;洛\t克\t希\t德 F-104C-10-LO\t“星\t战\t士”;;;;;;;;;;;;;;;;;;;;
f-104c_1;F-104C;;;;;;;;;;;;;;;;;;;;
f-104c_2;F-104;;;;;;;;;;;;;;;;;;;;
f-104a_china_shop;␗\tF-104A-25\t“星\t战\t士”;;;;;;;;;;;;;;;;;;;;
f-104a_china_0;␗\t洛\t克\t希\t德 F-104A-25-LO\t“星\t战\t士”;;;;;;;;;;;;;;;;;;;;
f-104a_china_1;␗\tF-104A;;;;;;;;;;;;;;;;;;;;
f-104a_china_2;␗\tF-104;;;;;;;;;;;;;;;;;;;;
f-104g_china_shop;␗\tF-104G-10\t“星\t战\t士”;;;;;;;;;;;;;;;;;;;;
f-104g_china_0;␗\t洛\t克\t希\t德 F-104G-10-LO\t“星\t战\t士”;;;;;;;;;;;;;;;;;;;;
f-104g_china_1;␗\tF-104G;;;;;;;;;;;;;;;;;;;;
f-104g_china_2;␗\tF-104;;;;;;;;;;;;;;;;;;;;
f-104j_shop;▅\tF-104J\t“荣\t光”;;;;;;;;;;;;;;;;;;;;
f-104j_0;▅\t三\t菱 F-104J\t“荣\t光”;;;;;;;;;;;;;;;;;;;;
f-104j_1;▅\tF-104J;;;;;;;;;;;;;;;;;;;;
f-104j_2;▅\tF-104;;;;;;;;;;;;;;;;;;;;
f-104g_shop;▀\tF-104G\t“星\t战\t士”;;;;;;;;;;;;;;;;;;;;
f-104g_0;▀\t梅\t塞\t施\t密\t特\t-\t博\t尔\t科\t-\t布\t洛\t姆 F-104G\t“星\t战\t士”;;;;;;;;;;;;;;;;;;;;
f-104g_1;▀\tF-104G;;;;;;;;;;;;;;;;;;;;
f-104g_2;▀\tF-104;;;;;;;;;;;;;;;;;;;;
f-5a_china_shop;␗\tF-5A-25\t“自\t由\t战\t士”;;;;;;;;;;;;;;;;;;;;
f-5a_china_0;␗\t诺\t斯\t罗\t普 F-5A-25-NO\t“自\t由\t战\t士”;;;;;;;;;;;;;;;;;;;;
f-5a_china_1;␗\tF-5A;;;;;;;;;;;;;;;;;;;;
f-5a_china_2;␗\tF-5;;;;;;;;;;;;;;;;;;;;
f-5c_shop;F-5C-20\t“幼\t虎”;;;;;;;;;;;;;;;;;;;;
f-5c_0;诺\t斯\t罗\t普 F-5C-20-NO\t“幼\t虎”;;;;;;;;;;;;;;;;;;;;
f-5c_1;F-5C;;;;;;;;;;;;;;;;;;;;
f-5c_2;F-5;;;;;;;;;;;;;;;;;;;;
f-5e_shop;F-5E\t“虎”\tII;;;;;;;;;;;;;;;;;;;;
f-5e_0;诺\t斯\t罗\t普 F-5E-NO\t“虎”\tII;;;;;;;;;;;;;;;;;;;;
f-5e_1;F-5E;;;;;;;;;;;;;;;;;;;;
f-5e_2;F-5;;;;;;;;;;;;;;;;;;;;
f-5e_aidc_shop;␗\tF-5E\t“中\t正”;;;;;;;;;;;;;;;;;;;;
f-5e_aidc_0;␗\tAIDC F-5E\t“中\t正”;;;;;;;;;;;;;;;;;;;;
f-5e_aidc_1;␗\tF-5E;;;;;;;;;;;;;;;;;;;;
f-5e_aidc_2;␗\tF-5;;;;;;;;;;;;;;;;;;;;
f-5e_fcu_thailand_shop;▅\tB.Kh.18Kh (1988);;;;;;;;;;;;;;;;;;;;
f-5e_fcu_thailand_0;▅\t诺\t斯\t罗\t普 B.Kh.18Kh (1988);;;;;;;;;;;;;;;;;;;;
f-5e_fcu_thailand_1;▅\tB.Kh.18;;;;;;;;;;;;;;;;;;;;
f-5e_fcu_thailand_2;▅\tF-5;;;;;;;;;;;;;;;;;;;;
f-5e_switzerland_shop;◌\tF-5E\t“虎”\tII;;;;;;;;;;;;;;;;;;;;
f-5e_switzerland_0;◌\t诺\t斯\t罗\t普 F-5E\t“虎”\tII;;;;;;;;;;;;;;;;;;;;
f-5e_switzerland_1;◌\tF-5E;;;;;;;;;;;;;;;;;;;;
f-5e_switzerland_2;◌\tF-5;;;;;;;;;;;;;;;;;;;;
f-5ag_norway_shop;◢F-5A(G)-45 (PAWS);;;;;;;;;;;;;;;;;;;;
f-5ag_norway_0;◢ 诺\t斯\t罗\t普 F-5A(G)-45-NO (Tiger-PAWS)\t(“虎”\t-航\t电\t和\t武\t器\t系\t统\t计\t划);;;;;;;;;;;;;;;;;;;;
f-5ag_norway_1;◢F-5A(G);;;;;;;;;;;;;;;;;;;;
f-5ag_norway_2;◢F-5;;;;;;;;;;;;;;;;;;;;
f-5a_thailand_shop;▅\tB.Kh.18;;;;;;;;;;;;;;;;;;;;
f-5a_thailand_0;▅\t诺\t斯\t罗\t普 B.Kh.18;;;;;;;;;;;;;;;;;;;;
f-5a_thailand_1;▅\tB.Kh.18;;;;;;;;;;;;;;;;;;;;
f-5a_thailand_2;▅\tF-5;;;;;;;;;;;;;;;;;;;;
f-5t_thailand_shop;▅\tB.Kh.18Kh (2002);;;;;;;;;;;;;;;;;;;;
f-5t_thailand_0;▅\t诺\t斯\t罗\t普 B.Kh.18Kh (2002);;;;;;;;;;;;;;;;;;;;
f-5t_thailand_1;▅\tB.Kh.18;;;;;;;;;;;;;;;;;;;;
f-5t_thailand_2;▅\tF-5;;;;;;;;;;;;;;;;;;;;
f-5th_thailand_shop;▅\tB.Kh.18Kh (2014);;;;;;;;;;;;;;;;;;;;
f-5th_thailand_0;▅\t诺\t斯\t罗\t普 B.Kh.18Kh (2014);;;;;;;;;;;;;;;;;;;;
f-5th_thailand_1;▅\tB.Kh.18;;;;;;;;;;;;;;;;;;;;
f-5th_thailand_2;▅\tF-5;;;;;;;;;;;;;;;;;;;;
f_16a_block_15_ocu_thailand_shop;▅\tB.Kh.19;;;;;;;;;;;;;;;;;;;;
f_16a_block_15_ocu_thailand_0;▅\t通\t用\t动\t力 B.Kh.19;;;;;;;;;;;;;;;;;;;;
f_16a_block_15_ocu_thailand_1;▅\tB.Kh.19;;;;;;;;;;;;;;;;;;;;
f_16a_block_15_ocu_thailand_2;▅\tF-16A;;;;;;;;;;;;;;;;;;;;
f_20a_shop;F-20A\t“虎\t鲨”;;;;;;;;;;;;;;;;;;;;
f_20a_0;诺\t斯\t罗\t普 F-20A-NO\t“虎\t鲨”;;;;;;;;;;;;;;;;;;;;
f_20a_1;F-20A;;;;;;;;;;;;;;;;;;;;
f_20a_2;F-20A;;;;;;;;;;;;;;;;;;;;
f-5a_shop;YF-5A\t“自\t由\t战\t士”;;;;;;;;;;;;;;;;;;;;
f-5a_0;诺\t斯\t罗\t普 YF-5A-NO\t“自\t由\t战\t士”;;;;;;;;;;;;;;;;;;;;
f-5a_1;F-5A;;;;;;;;;;;;;;;;;;;;
f-5a_2;F-5;;;;;;;;;;;;;;;;;;;;
nf_5a_netherlands_shop;◘\tNF-5A\t“自\t由\t战\t士”;;;;;;;;;;;;;;;;;;;;
nf_5a_netherlands_0;◘\t加\t拿\t大\t航\t空 NF-5A\t“自\t由\t战\t士”;;;;;;;;;;;;;;;;;;;;
nf_5a_netherlands_1;◘\tNF-5A;;;;;;;;;;;;;;;;;;;;
nf_5a_netherlands_2;◘\tNF-5;;;;;;;;;;;;;;;;;;;;
mirage_milan_shop;“鸢”;;;;;;;;;;;;;;;;;;;;
mirage_milan_0;达\t索\t “鸢”;;;;;;;;;;;;;;;;;;;;
mirage_milan_1;“鸢”;;;;;;;;;;;;;;;;;;;;
mirage_milan_2;“鸢”;;;;;;;;;;;;;;;;;;;;
mirage_3c_shop;“幻\t影”\tIIIC;;;;;;;;;;;;;;;;;;;;
mirage_3c_0;达\t索\t “幻\t影”\tIIIC;;;;;;;;;;;;;;;;;;;;
mirage_3c_1;“幻\t影”\tIIIC;;;;;;;;;;;;;;;;;;;;
mirage_3c_2;“幻\t影”\tIII;;;;;;;;;;;;;;;;;;;;
mirage_3e_shop;“幻\t影”\tIIIE;;;;;;;;;;;;;;;;;;;;
mirage_3e_0;达\t索\t “幻\t影”\tIIIE;;;;;;;;;;;;;;;;;;;;
mirage_3e_1;“幻\t影”\tIIIE;;;;;;;;;;;;;;;;;;;;
mirage_3e_2;“幻\t影”\tIII;;;;;;;;;;;;;;;;;;;;
mirage_3s_c70_switzerland_shop;◌\t“幻\t影”\tIIIS (RP 85);;;;;;;;;;;;;;;;;;;;
mirage_3s_c70_switzerland_0;◌\t达\t索\t “幻\t影”\tIIIS\t（1985 军\t备\t计\t划\t升\t级）;;;;;;;;;;;;;;;;;;;;
mirage_3s_c70_switzerland_1;◌\t“幻\t影”;;;;;;;;;;;;;;;;;;;;
mirage_3s_c70_switzerland_2;◌\t“幻\t影”;;;;;;;;;;;;;;;;;;;;
mirage_3cj_shop;\t“苍\t穹”;;;;;;;;;;;;;;;;;;;;
mirage_3cj_0;\t达\t索\t “苍\t穹”\t（\t“幻\t影”\tIIICJ\t）;;;;;;;;;;;;;;;;;;;;
mirage_3cj_1;\t“苍\t穹”;;;;;;;;;;;;;;;;;;;;
mirage_3cj_2;\t“苍\t穹”;;;;;;;;;;;;;;;;;;;;
mirage_5ba_shop;◘\t“幻\t影”\t5BA;;;;;;;;;;;;;;;;;;;;
mirage_5ba_0;◘\tSABCA “幻\t影”\t5BA;;;;;;;;;;;;;;;;;;;;
mirage_5ba_1;◘\t“幻\t影”\t5BA;;;;;;;;;;;;;;;;;;;;
mirage_5ba_2;◘\t“幻\t影”\t5;;;;;;;;;;;;;;;;;;;;
kfir_canard_shop;“幼\t狮”\t（鸭\t翼\t型）;;;;;;;;;;;;;;;;;;;;
kfir_canard_0;以\t色\t列\t航\t空\t工\t业\t “幼\t狮”\t（鸭\t翼\t型）;;;;;;;;;;;;;;;;;;;;
kfir_canard_1;“幼\t狮”\t（鸭\t翼\t型）;;;;;;;;;;;;;;;;;;;;
kfir_canard_2;“幼\t狮”;;;;;;;;;;;;;;;;;;;;
kfir_c2_shop;“幼\t狮”\tC.2;;;;;;;;;;;;;;;;;;;;
kfir_c2_0;以\t色\t列\t航\t空\t工\t业\t “幼\t狮”\tC.2;;;;;;;;;;;;;;;;;;;;
kfir_c2_1;“幼\t狮”\tC;;;;;;;;;;;;;;;;;;;;
kfir_c2_2;“幼\t狮”;;;;;;;;;;;;;;;;;;;;
kfir_c7_shop;“幼\t狮”\tC.7;;;;;;;;;;;;;;;;;;;;
kfir_c7_0;以\t色\t列\t航\t空\t工\t业\t “幼\t狮”\tC.7;;;;;;;;;;;;;;;;;;;;
kfir_c7_1;“幼\t狮”\tC;;;;;;;;;;;;;;;;;;;;
kfir_c7_2;“幼\t狮”;;;;;;;;;;;;;;;;;;;;
kfir_c10_colombia_shop;◡\t“幼\t狮”\tC.10;;;;;;;;;;;;;;;;;;;;
kfir_c10_colombia_0;◡\t以\t色\t列\t航\t空\t工\t业\t “幼\t狮”\tC.10 (Block 60);;;;;;;;;;;;;;;;;;;;
kfir_c10_colombia_1;◡\t“幼\t狮”\tC;;;;;;;;;;;;;;;;;;;;
kfir_c10_colombia_2;◡\t“幼\t狮”;;;;;;;;;;;;;;;;;;;;
mirage_5f_shop;“幻\t影”\t5F;;;;;;;;;;;;;;;;;;;;
mirage_5f_0;达\t索\t “幻\t影”\t5F;;;;;;;;;;;;;;;;;;;;
mirage_5f_1;“幻\t影”\t5F;;;;;;;;;;;;;;;;;;;;
mirage_5f_2;“幻\t影”\t5;;;;;;;;;;;;;;;;;;;;
mirage_f1c_200_shop;“幻\t影”\tF1C-200;;;;;;;;;;;;;;;;;;;;
mirage_f1c_200_0;达索\t “幻\t影”\tF1C-200;;;;;;;;;;;;;;;;;;;;
mirage_f1c_200_1;“幻\t影”\tF1C;;;;;;;;;;;;;;;;;;;;
mirage_f1c_200_2;“幻\t影”\tF1;;;;;;;;;;;;;;;;;;;;
mirage_f1c_shop;“幻\t影”\tF1C;;;;;;;;;;;;;;;;;;;;
mirage_f1c_0;达索\t “幻\t影”\tF1C;;;;;;;;;;;;;;;;;;;;
mirage_f1c_1;“幻\t影”\tF1C;;;;;;;;;;;;;;;;;;;;
mirage_f1c_2;“幻\t影”\tF1;;;;;;;;;;;;;;;;;;;;
mirage_f1ct_shop;“幻\t影”\tF1CT;;;;;;;;;;;;;;;;;;;;
mirage_f1ct_0;达索\t “幻\t影”\tF1CT;;;;;;;;;;;;;;;;;;;;
mirage_f1ct_1;“幻\t影”\tF1C;;;;;;;;;;;;;;;;;;;;
mirage_f1ct_2;“幻\t影”\tF1;;;;;;;;;;;;;;;;;;;;
mirage_2000c_s4_shop;“幻\t影”\t2000C-S4;;;;;;;;;;;;;;;;;;;;
mirage_2000c_s4_0;达索\t “幻\t影”\t2000C-S4;;;;;;;;;;;;;;;;;;;;
mirage_2000c_s4_1;“幻\t影”\t2000C;;;;;;;;;;;;;;;;;;;;
mirage_2000c_s4_2;“幻\t影”\t2000;;;;;;;;;;;;;;;;;;;;
mirage_2000c_s5_shop;“幻\t影”\t2000C-S5;;;;;;;;;;;;;;;;;;;;
mirage_2000c_s5_0;达索\t “幻\t影”\t2000C-S5;;;;;;;;;;;;;;;;;;;;
mirage_2000c_s5_1;“幻\t影”\t2000C;;;;;;;;;;;;;;;;;;;;
mirage_2000c_s5_2;“幻\t影”\t2000;;;;;;;;;;;;;;;;;;;;
mirage_2000_5f_shop;“幻\t影”\t2000-5F;;;;;;;;;;;;;;;;;;;;
mirage_2000_5f_0;达索\t “幻\t影”\t2000-5F;;;;;;;;;;;;;;;;;;;;
mirage_2000_5f_1;“幻\t影”\t2000-5;;;;;;;;;;;;;;;;;;;;
mirage_2000_5f_2;“幻\t影”\t2000;;;;;;;;;;;;;;;;;;;;
mirage_2000_5f_missile_test_shop;“幻\t影”\t2000-5F;;;;;;;;;;;;;;;;;;;;
mirage_2000_5f_missile_test_0;达索\t “幻\t影”\t2000-5F;;;;;;;;;;;;;;;;;;;;
mirage_2000_5f_missile_test_1;“幻\t影”\t2000-5;;;;;;;;;;;;;;;;;;;;
mirage_2000_5f_missile_test_2;“幻\t影”\t2000;;;;;;;;;;;;;;;;;;;;
mirage_2000_5ei_shop;␗\t“幻\t象”\t2000-5 EI;;;;;;;;;;;;;;;;;;;;
