<ID|readonly|noverify>;<Chinese>
weapons/su_9M17M;9M17M\t“方\t阵”\t-M 导\t弹
weapons/su_9M17M/short;9M17M\t“方\t阵”\t-M
weapons/su_9m17m_default;9M17M\t“方\t阵”\t-M 导\t弹
weapons/su_9m17m_default/short;9M17M\t“方\t阵”\t-M
weapons/su_9M17P;9M17P\t“方\t阵”\t-PV 导\t弹
weapons/su_9M17P/short;9M17P\t“方\t阵”\t-PV 
weapons/su_s_8kom_rocket;S-8KOM 火\t箭\t弹
weapons/fr_sneb_37;SNEB 火\t箭\t弹
weapons/fr_sneb_37/short;SNEB
weapons/fr_sneb_type23_4fin;SNEB 23 型\t火\t箭\t弹
weapons/fr_sneb_type23_4fin/short;SNEB 23 型
weapons/us_127mm_TOW2;BGM-71D\t“陶”\t-2 式\t反\t坦\t克\t导\t弹
weapons/us_127mm_TOW2/short;BGM-71D\t“陶”\t-2 式
weapons/us_127mm_TOW;BGM-71C\t“陶\t改”\t式\t反\t坦\t克\t导\t弹
weapons/us_127mm_TOW/short;BGM-71C\t“陶\t改”\t式
weapons/us_bgm_71_tow_heli;BGM-71C\t“陶\t改”\t式\t反\t坦\t克\t导\t弹
weapons/us_bgm_71_tow_heli/short;BGM-71C\t“陶\t改”\t式
weapons/us_bgm_71_tow_heli_default;BGM-71C\t“陶\t改”\t式\t反\t坦\t克\t导\t弹
weapons/us_bgm_71_tow_heli_default/short;BGM-71C\t“陶\t改”\t式
weapons/us_bgm_71_tow2_heli;BGM-71D\t“陶”\t-2 式\t反\t坦\t克\t导\t弹
weapons/us_bgm_71_tow2_heli/short;BGM-71D\t“陶”\t-2 式
weapons/us_bgm_71_tow2_heli_default;BGM-71D\t“陶”\t-2 式\t反\t坦\t克\t导\t弹
weapons/us_bgm_71_tow2_heli_default/short;BGM-71D\t“陶”\t-2 式
weapons/euro_hot;“霍\t特”\t反\t坦\t克\t导\t弹
weapons/euro_hot/short;“霍\t特”
weapons/euro_hot_default;“霍\t特”\t反\t坦\t克\t导\t弹
weapons/euro_hot_default/short;“霍\t特”
weapons/euro_hot2;“霍\t特”\t2 反\t坦\t克\t导\t弹
weapons/euro_hot2/short;“霍\t特”\t2
weapons/su_9M114;9M114\t“蚕\t茧”\t反\t坦\t克\t导\t弹
weapons/su_9M114/short;9M114\t“蚕\t茧”
weapons/su_9M114_default;9M114\t“蚕\t茧”\t反\t坦\t克\t导\t弹
weapons/su_9M114_default/short;9M114\t“蚕\t茧”
weapons/fr_ss_11;AS.11 反\t坦\t克\t导\t弹
weapons/fr_ss_11/short;AS.11
weapons/fr_ss_12;AS.12 反\t坦\t克\t导\t弹
weapons/fr_ss_12/short;AS.12
weapons/swd_rb55c;Rb 55C\t“直\t升\t陶”\t反\t坦\t克\t导\t弹
weapons/swd_rb55c/short;Rb 55C\t“直\t升\t陶”
weapons/swd_rb55b;Rb 55B\t“直\t升\t陶”\t反\t坦\t克\t导\t弹
weapons/swd_rb55b/short;Rb 55B\t“直\t升\t陶”
weapons/swd_rb53;Rb 53 博\t福\t斯\t反\t坦\t克\t导\t弹
weapons/swd_rb53/short;Rb 53\t“班\t塔\t姆”
weapons/swd_rb52;Rb 52 反\t坦\t克\t导\t弹
weapons/swd_rb52/short;Rb 52
weapons/ro_ba_100kg_bomb_45;100 千\t克 BA-100 炸\t弹
weapons/ro_ba_100kg_bomb_45/short;BA-100
weapons/ro_ba_250kg_bomb_45;250 千\t克 BA-250 炸\t弹
weapons/ro_ba_250kg_bomb_45/short;BA-250
weapons/ro_ba_500kg_bomb_45;500 千\t克 BA-500 炸\t弹
weapons/ro_ba_500kg_bomb_45/short;BA-500
weapons/ro_be_50kg_bomb_45;50 千\t克 BE-50 炸\t弹
weapons/ro_be_50kg_bomb_45/short;BE-50
weapons/ro_540l_iar_93_drop_tank;可\t抛\t副\t油\t箱\t（540 升）
weapons/ro_540l_iar_93_drop_tank/short;可\t抛\t副\t油\t箱
weapons/ro_prn_122_rocket;PRN-122 火\t箭\t弹
weapons/ro_prn_122_rocket/short;PRN-122
weapons/ro_a91;A-91 空\t对\t空\t导弹
weapons/ro_a91/short;A-91
weapons/ro_a91_default;A-91 空\t对\t空\t导弹
weapons/ro_a91_default/short;A-91
weapons/us_2_75_in_wafar_hydra;“火\t蛇”\t70 火\t箭\t弹
weapons/us_2_75_in_wafar_hydra/short;“火\t蛇”\t70
weapons/us_hydra_70_m247;“火\t蛇”\t70\t（M247 战\t斗\t部）\t火\t箭\t弹
weapons/us_hydra_70_m247/short;“火\t蛇”\t70\t（M247）
weapons/us_hydra_70_m247_default;“火\t蛇”\t70\t（M247 战\t斗\t部）\t火\t箭\t弹
weapons/us_hydra_70_m247_default/short;“火\t蛇”\t70\t（M247）
weapons/br_skyfire_70_he_m2;“天\t火”\t-70 反\t装\t甲\t/\t人\t员\t火\t箭\t弹
weapons/br_skyfire_70_he_m2/short;“天\t火”\t-70
weapons/uk_CRV7_m247;CRV7\t（M247 战\t斗\t部）\t火\t箭\t弹
weapons/uk_CRV7_m247/short;CRV7\t（M247）
weapons/tr_cirit_mpw_missile;CIRIT 反\t坦\t克\t导\t弹
weapons/tr_cirit_mpw_missile/short;CIRIT
weapons/us_apkws_m151;AGR-20A\t（M151 战\t斗\t部）\t制\t导\t火\t箭\t弹
weapons/us_apkws_m151/short;AGR-20A\t（M151）
weapons/us_apkws_m282;AGR-20B\t（M282 战\t斗\t部）\t制\t导\t火\t箭\t弹
weapons/us_apkws_m282/short;AGR-20B\t（M282）
weapons/cn_fire_snake_90a_brm1;FS90A\t（火\t蛇 90A）\t制\t导\t火\t箭\t弹
weapons/cn_fire_snake_90a_brm1/short;FS90A
weapons/cn_fire_snake_70a;FS70A\t（火\t蛇 70A）\t制\t导\t火\t箭\t弹
weapons/cn_fire_snake_70a/short;FS70A
weapons/il_gatr;先\t进\t战\t术\t制\t导\t火\t箭\t弹\t（GATR）
weapons/il_gatr/short;GATR
weapons/spike_er;“长钉”\t-ER 反\t坦\t克\t导\t弹
weapons/spike_er/short;“长钉”\t-ER
weapons/tr_l_umtas_missile;L-UMTAS 反\t坦\t克\t导\t弹
weapons/tr_l_umtas_missile/short;L-UMTAS
weapons/cannonGSh_23L_upk_23_250_deafult;23 毫\t米 GSh-23L 机\t炮
weapons/cannonGSh_23L_upk_23_250;23 毫\t米 GSh-23L 机\t炮
weapons/cannonGSh_23L;23 毫\t米 GSh-23L 机\t炮
weapons/cannonType_23_3;23 毫\t米 23-3 型\t机\t炮
weapons/cannonXM140;30 毫\t米 XM140 机\t炮
weapons/cannonXM301;30 毫\t米 XM301 机\t炮
weapons/cannonGSh_30_2K;30 毫\t米 GSh-30-2K 机\t炮
weapons/cannonGSh_30_2;30 毫\t米 GSh-30-2 机\t炮
weapons/cannonGSh_6_30;30 毫\t米 GSh-6-30 机\t炮
weapons/cannonGSh_6_30/short;GSh-6-30
weapons/cannonGSh_301;30 毫\t米 GSh-30-1 机\t炮
weapons/cannonGSh_301/short;GSh-30-1
weapons/cannonType_30_4;30 毫\t米 30-4 型\t机\t炮
weapons/cannonType_30_4/short;30-4 型
weapons/cannonGSh_6_23M;23 毫\t米 GSh-6-23M 机\t炮
weapons/cannonGSh_6_23M/short;GSh-6-23M
weapons/cannonM195;20 毫\t米 M195 机\t炮
weapons/cannonOerliconKAD_B;20 毫\t米\t厄\t利\t孔 KAD-B 机\t炮
weapons/cannonOerliconKAD_B/short;厄\t利\t孔 KAD-B
weapons/cannonJM61A1;20 毫\t米 JM61A1 机\t炮
weapons/cannonJM61A1_pgu_28;20 毫\t米 JM61A1 机\t炮
weapons/cannonJM61A2;20 毫\t米 JM61A2 机\t炮
weapons/cannonJM61A2/short;20 毫\t米 JM61A2 机\t炮
weapons/cannonM61;20 毫\t米 M61 机\t炮
weapons/cannonM61/short;M61
weapons/cannonM61A1;20 毫\t米 M61A1 机\t炮
weapons/cannonM61A1/short;M61A1
weapons/cannonM61A1_low_rpm;20 毫\t米 M61A1 机\t炮
weapons/cannonM61A1_low_rpm/short;M61A1
weapons/cannonM61A2;20 毫\t米 M61A2 机\t炮
weapons/cannonM61A2/short;M61A2
weapons/cannonM61A2_switzerland;20 毫\t米 M61A2 机\t炮
weapons/cannonM61A2_switzerland/short;M61A2
weapons/cannonM61A1_default;20 毫\t米 M61A1 机\t炮
weapons/cannonM61A1_default/short;M61A1
weapons/cannonM61A1_pgu_28;20 毫\t米 M61A1 机\t炮
weapons/cannonM61A1_pgu_28/short;M61A1
weapons/cannonM61A1_pgu_28_f15;20 毫\t米 M61A1 机\t炮
weapons/cannonM61A1_pgu_28_f15/short;M61A1
weapons/cannonGAU4;20 毫\t米 GAU-4/A\t“火\t神”\t机\t炮
weapons/cannonGAU4/short;GAU-4/A\t“火\t神”
weapons/cannonJGAU4;20 毫\t米 GAU-4/A\t“火\t神”\t机\t炮
weapons/cannonJGAU4/short;GAU-4/A\t“火\t神”
weapons/cannonGAU4_default;20 毫\t米 GAU-4/A\t“火\t神”\t机\t炮
weapons/cannonGAU4_default/short;GAU-4/A\t“火\t神”
weapons/cannonLR30;30 毫\t米 LR30 机\t炮
weapons/cannonLR30/short;LR30
weapons/cannonGAU_13A;30 毫\t米 GAU-13/A 机\t炮
weapons/cannonGAU_13A/short;GAU-13/A
weapons/gunGAU_19;12.7 毫\t米 GAU-19/A 机\t枪
weapons/gunGAU_19/short;GAU-19/A
weapons/cannonGAU_12U;25 毫\t米 GAU-12/U\t“平\t衡\t者”\t机\t炮
weapons/cannonGAU_12U/short;GAU-12/U
weapons/cannonGAU_8A;30 毫\t米 GAU-8/A\t“复\t仇\t者”\t机\t炮
weapons/cannonGAU_8A/short;GAU-8/A\t“复\t仇\t者”
weapons/cannonHughesMk11Mod0;20 毫\t米 Mk 11 机\t炮
weapons/cannonHughesMk11Mod0/short;Mk 11
weapons/cannonMK11_mod5;20 毫\t米 Mk 11 Mod 5 机\t炮
weapons/cannonMK11_mod5/short;Mk 11 Mod 5
weapons/cannonNR30_early;30 毫\t米 NR-30\t（早\t期\t型）\t机\t炮
weapons/cannonNR30_early/short;NR-30\t（早\t期\t型）
weapons/cannonNR30;30 毫\t米 NR-30 机\t炮
weapons/cannonType30_1;30 毫\t米 30-1 型\t机\t炮
weapons/cannonType30_1/short;30-1
weapons/cannon2A42;30 毫\t米 2A42 机\t炮
weapons/cannon2A42/short;2A42
weapons/gunGShG;7.62 毫\t米 GShG-7.62 机\t枪
weapons/gunGShG_guv;7.62 毫\t米 GShG-7.62 机\t枪
weapons/gunGShG_guv/short;GShG
weapons/cn_12_7_additionalpod_gun;12.7 毫\t米 QJK99-12.7-1 型\t机\t枪
weapons/cn_12_7_additionalpod_gun/short;QJK99-12.7-1
weapons/gun_qjk_99_12_7_1;12.7 毫\t米 QJK99-12.7-1 型\t机\t枪
weapons/gun_qjk_99_12_7_1/short;QJK99-12.7-1
weapons/grenade_launcher_M129;40 毫\t米 M129 自\t动\t榴\t弹\t发\t射\t器
weapons/gunM134_Minigun;7.62 毫\t米 M134\t“迷\t你\t炮”\t机\t枪
weapons/grenade_launcher_M129/short;M129
weapons/gunM134_Minigun/short;M134\t“迷\t你\t炮”
weapons/gunPKA762;7.62 毫\t米 PKA 机\t枪
weapons/gunPKA762/short;PKA
weapons/gunM134_Minigun_default;7.62 毫\t米 M134\t“迷\t你\t炮”\t机\t枪
weapons/gunM134_Minigun_default/short;M134\t“迷\t你\t炮”
weapons/grenade_launcher_M75;40 毫\t米 M75 自\t动\t榴\t弹\t发\t射\t器
weapons/grenade_launcher_M75/short;M75
weapons/su_9M14M;9M14M\t“婴\t儿”\t反\t坦\t克\t导\t弹
weapons/su_9M14M/short;9M14M\t“婴\t儿”
weapons/su_9m14m_default;9M14M\t“婴\t儿”\t反\t坦\t克\t导\t弹
weapons/su_9m14m_default/short;9M14M\t“婴\t儿”
weapons/su_9M14-2;9M14-2\t“婴\t儿”\t-2 反\t坦\t克\t导\t弹
weapons/su_9M14-2/short;9M14-2\t“婴\t儿”\t-2
weapons/su_9M120;9M120\t“攻\t击”\t反\t坦\t克\t导\t弹
weapons/su_9M120/short;9M120\t“攻\t击”
weapons/su_9M123;9M123M\t“菊\t花”\t-VM 反\t坦\t克\t导\t弹
weapons/su_9M123/short;9M123M\t“菊\t花”\t-VM
weapons/su_9M120M;9M120\t“攻\t击”\t反\t坦\t克\t导\t弹
weapons/su_9M120M/short;9M120\t“攻\t击”
weapons/su_9M120M_laser_guided;9M120-1\t“攻\t击”\t反\t坦\t克\t导\t弹
weapons/su_9M120M_laser_guided/short;9M120-1\t“攻\t击”
weapons/su_9M120M_laser_guided_default;9M120-1\t“攻\t击”\t反\t坦\t克\t导\t弹
weapons/su_9M120M_laser_guided_default/short;9M120-1\t“攻\t击”
weapons/us_AGM_22;AGM-22 反\t坦\t克\t导\t弹
weapons/us_AGM_22/short;AGM-22
130mm_of_482m;OF-482M
130mm_br_482b;BR-482B
130mm_djb_1;DJB2 式\t杀\t伤\t爆\t破\t弹
130mm_djb_1_smoke;DJF1 式\t烟\t雾\t弹
130mm_djb_1_vt;DJB3 式\t近\t炸\t杀\t伤\t爆\t破\t弹
weapons/130mm_pl_59a_gai_user_cannon;130 毫\t米 PL59-1 式\t加\t农\t榴\t弹\t炮
weapons/flare_launcher;热\t焰\t弹
weapons/flare_launcher/short;热\t焰\t弹
weapons/flare_launcher_jet;热\t焰\t弹
weapons/flare_launcher_jet/short;热\t焰\t弹
flare_launcher;热\t焰\t弹
weapons/fr_sneb_type23_TDA;TDA 火\t箭\t弹
weapons/fr_sneb_type23_TDA/short;TDA
weapons/us_hellfire_agm_114_b;AGM-114B\t“地\t狱\t火”\t空\t对\t地\t导\t弹
weapons/us_hellfire_agm_114_b/short;AGM-114B\t“地\t狱\t火”
weapons/us_hellfire_agm_114_b_default;AGM-114B\t“地\t狱\t火”\t空\t对\t地\t导\t弹
weapons/us_hellfire_agm_114_b_default/short;AGM-114B\t“地\t狱\t火”
weapons/us_hellfire_agm_114_k;AGM-114K\t“地\t狱\t火”\tII 空\t对\t地\t导\t弹
weapons/us_hellfire_agm_114_k/short;AGM-114K\t“地\t狱\t火”\tII
weapons/us_hellfire_agm_114_k_default;AGM-114K\t“地\t狱\t火”\tII 空\t对\t地\t导\t弹
weapons/us_hellfire_agm_114_k_default/short;AGM-114K\t“地\t狱\t火”\tII
weapons/us_hellfire_agm_114_k_ucav_default;AGM-114K\t“地\t狱\t火”\tII 空\t对\t地\t导\t弹
weapons/us_hellfire_agm_114_k_ucav_default/short;AGM-114K\t“地\t狱\t火”\tII
weapons/us_hellfire_agm_114_c;AGM-114C\t“地\t狱\t火”\t空\t对\t地\t导\t弹
weapons/us_hellfire_agm_114_c/short;AGM-114C\t“地\t狱\t火”
weapons/us_agm_179_mr_ir;AGM-179 联\t合\t空\t对\t地\t导\t弹（仅\t红\t外\t制\t导）
weapons/us_agm_179_mr_ir/short;AGM-179 JAGM\t（红\t外）
weapons/us_agm_179_mr_sal;AGM-179 联\t合\t空\t对\t地\t导\t弹（仅\t激\t光\t制\t导）
weapons/us_agm_179_mr_sal/short;AGM-179 JAGM\t（激\t光）
weapons/sws_flz_lwf_ll_64;Flz Lwf LL 64/79 空\t对\t空\t导\t弹
weapons/sws_flz_lwf_ll_64/short;Flz Lwf LL 64/79
weapons/us_aim7c_sparrow;AIM-7C\t“麻\t雀”\t空\t对\t空\t导\t弹
weapons/us_aim7c_sparrow/short;AIM-7C\t“麻\t雀”
weapons/us_aim7d_sparrow;AIM-7D\t“麻\t雀”\t空\t对\t空\t导\t弹
weapons/us_aim7d_sparrow/short;AIM-7D\t“麻\t雀”
weapons/us_aim7e_sparrow;AIM-7E\t“麻\t雀”\t空\t对\t空\t导\t弹
weapons/us_aim7e_sparrow/short;AIM-7E\t“麻\t雀”
weapons/us_aim7e2_sparrow;AIM-7E-2\t“麻\t雀”\t空\t对\t空\t导\t弹
weapons/us_aim7e2_sparrow/short;AIM-7E-2\t“麻\t雀”
weapons/us_aim7f_sparrow;AIM-7F\t“麻\t雀”\t空\t对\t空\t导\t弹
weapons/us_aim7f_sparrow/short;AIM-7F\t“麻\t雀”
weapons/us_aim7f_sparrow_default;AIM-7F\t“麻\t雀”\t空\t对\t空\t导\t弹
weapons/us_aim7f_sparrow_default/short;AIM-7F\t“麻\t雀”
weapons/us_aim7m_sparrow;AIM-7M\t“麻\t雀”\t空\t对\t空\t导\t弹
weapons/us_aim7m_sparrow/short;AIM-7M\t“麻\t雀”
weapons/us_aim7m_sparrow_default;AIM-7M\t“麻\t雀”\t空\t对\t空\t导\t弹
weapons/us_aim7m_sparrow_default/short;AIM-7M\t“麻\t雀”
weapons/us_aim7e2_dogfight_sparrow;AIM-7E-2\t“麻\t雀”\t空\t对\t空\t格\t斗\t导\t弹
weapons/us_aim7e2_dogfight_sparrow/short;AIM-7E-2\t“麻\t雀”\t格\t斗\t弹
weapons/us_aim7f_sparrow_f_14;AIM-7F\t“麻\t雀”\t空\t对\t空\t导\t弹
weapons/us_aim7f_sparrow_f_14/short;AIM-7F\t“麻\t雀”
weapons/us_aim7f_sparrow_fa_18;AIM-7F\t“麻\t雀”\t空\t对\t空\t导\t弹
weapons/us_aim7f_sparrow_fa_18/short;AIM-7F\t“麻\t雀”
weapons/us_aim7m_sparrow_f_14;AIM-7M\t“麻\t雀”\t空\t对\t空\t导\t弹
weapons/us_aim7m_sparrow_f_14/short;AIM-7M\t“麻\t雀”
weapons/us_aim7m_sparrow_f_15;AIM-7M\t“麻\t雀”\t空\t对\t空\t导\t弹
weapons/us_aim7m_sparrow_f_15/short;AIM-7M\t“麻\t雀”
weapons/us_aim7m_sparrow_f_15_default;AIM-7M\t“麻\t雀”\t空\t对\t空\t导\t弹
weapons/us_aim7m_sparrow_f_15_default/short;AIM-7M\t“麻\t雀”
weapons/us_aim7m_sparrow_f_16;AIM-7M\t“麻\t雀”\t空\t对\t空\t导\t弹
weapons/us_aim7m_sparrow_f_16/short;AIM-7M\t“麻\t雀”
weapons/us_aim7m_sparrow_f_16_default;AIM-7M\t“麻\t雀”\t空\t对\t空\t导\t弹
weapons/us_aim7m_sparrow_f_16_default/short;AIM-7M\t“麻\t雀”
weapons/us_aim7m_sparrow_fa_18;AIM-7M\t“麻\t雀”\t空\t对\t空\t导\t弹
weapons/us_aim7m_sparrow_fa_18/short;AIM-7M\t“麻\t雀”
weapons/us_aim7p_sparrow_fa_18;AIM-7P\t“麻\t雀”\t空\t对\t空\t导\t弹
weapons/us_aim7p_sparrow_fa_18/short;AIM-7P\t“麻\t雀”
weapons/us_aim7p_sparrow_fa_18_default;AIM-7P\t“麻\t雀”\t空\t对\t空\t导\t弹
weapons/us_aim7p_sparrow_fa_18_default/short;AIM-7P\t“麻\t雀”
weapons/uk_skyflash_aim_7;“天\t闪”\t空\t对\t空\t导\t弹
weapons/uk_skyflash_aim_7/short;“天\t闪”
weapons/uk_skyflash_aim_7_dogfight;“天\t闪”\t空\t对\t空\t格\t斗\t导\t弹
weapons/uk_skyflash_aim_7_dogfight/short;“天\t闪”\t格\t斗\t型
weapons/uk_skyflash_aim_7_dogfight_default;“天\t闪”\t空\t对\t空\t格\t斗\t导\t弹
weapons/uk_skyflash_aim_7_dogfight_default/short;“天\t闪”\t格\t斗\t型
weapons/uk_skyflash_aim_7_dogfight_tornado;“天\t闪”\t空\t对\t空\t格\t斗\t导\t弹
weapons/uk_skyflash_aim_7_dogfight_tornado/short;“天\t闪”\t格\t斗\t型
weapons/uk_skyflash_aim_7_dogfight_tornado_default;“天\t闪”\t空\t对\t空\t格\t斗\t导\t弹
weapons/uk_skyflash_aim_7_dogfight_tornado_default/short;“天\t闪”\t格\t斗\t型
weapons/uk_skyflash_temp;“天\t闪”\tSuperTEMP 空\t对\t空\t导\t弹
weapons/uk_skyflash_temp/short;“天\t闪”\tSuperTEMP
weapons/swd_rb71;Rb 71 空\t对\t空\t格\t斗\t导\t弹
weapons/swd_rb71/short;Rb 71 格\t斗\t弹
weapons/swd_rb71_default;Rb 71 空\t对\t空\t格\t斗\t导\t弹
weapons/swd_rb71_default/short;Rb 71 格\t斗\t弹
weapons/swd_rb99;Rb 99 空\t对\t空\t导\t弹
weapons/swd_rb99/short;Rb 99
weapons/swd_rb99_default;Rb 99 空\t对\t空\t导\t弹
weapons/swd_rb99_default/short;Rb 99
weapons/us_aim9b_sidewinder;AIM-9B\t“响\t尾\t蛇”\t空\t对\t空\t导\t弹
weapons/us_aim9b_sidewinder/short;AIM-9B\t“响\t尾\t蛇”
weapons/us_aim9b_sidewinder_default;AIM-9B\t“响\t尾\t蛇”\t空\t对\t空\t导\t弹
weapons/us_aim9b_sidewinder_default/short;AIM-9B\t“响\t尾\t蛇”
weapons/us_aim9b_sidewinder_default_group;AIM-9B\t“响\t尾\t蛇”\t空\t对\t空\t导\t弹
weapons/us_aim9b_sidewinder_default_group/short;AIM-9B\t“响\t尾\t蛇”
weapons/us_aim9b_sidewinder_cwp;AIM-9B\t“响\t尾\t蛇”\t空\t对\t空\t导\t弹
weapons/us_aim9b_sidewinder_cwp/short;AIM-9B\t“响\t尾\t蛇”
weapons/us_aim9b_fgw_2_sidewinder;AIM-9B FGW.2\t“响\t尾\t蛇”\t空\t对\t空\t导\t弹
weapons/us_aim9b_fgw_2_sidewinder/short;AIM-9B FGW.2\t“响\t尾\t蛇”
weapons/us_aim9p4_sidewinder;AIM-9P-4\t“响\t尾\t蛇”\t空\t对\t空\t导\t弹
weapons/us_aim9p4_sidewinder/short;AIM-9P-4\t“响\t尾\t蛇”
weapons/us_aim9p4_sidewinder_default;AIM-9P-4\t“响\t尾\t蛇”\t空\t对\t空\t导\t弹
weapons/us_aim9p4_sidewinder_default/short;AIM-9P-4\t“响\t尾\t蛇”
weapons/us_aim9p_sidewinder;AIM-9P\t“响\t尾\t蛇”\t空\t对\t空\t导\t弹
weapons/us_aim9p_sidewinder/short;AIM-9P\t“响\t尾\t蛇”
weapons/us_aim9p_sidewinder_default;AIM-9P\t“响\t尾\t蛇”\t空\t对\t空\t导\t弹
weapons/us_aim9p_sidewinder_default/short;AIM-9P\t“响\t尾\t蛇”
weapons/us_aim9c_sidewinder;AIM-9C\t“响\t尾\t蛇”\t空\t对\t空\t导\t弹
weapons/us_aim9c_sidewinder/short;AIM-9C\t“响\t尾\t蛇”
weapons/us_aim9c_sidewinder_default;AIM-9C\t“响\t尾\t蛇”\t空\t对\t空\t导\t弹
weapons/us_aim9c_sidewinder_default/short;AIM-9C\t“响\t尾\t蛇”
weapons/us_aim9c_sidewinder_default_group;AIM-9C\t“响\t尾\t蛇”\t空\t对\t空\t导\t弹
weapons/us_aim9c_sidewinder_default_group/short;AIM-9C\t“响\t尾\t蛇”
weapons/us_aim9d_sidewinder;AIM-9D\t“响\t尾\t蛇”\t空\t对\t空\t导\t弹
weapons/us_aim9d_sidewinder/short;AIM-9D\t“响\t尾\t蛇”
weapons/us_aim9d_sidewinder_default;AIM-9D\t“响\t尾\t蛇”\t空\t对\t空\t导\t弹
weapons/us_aim9d_sidewinder_default/short;AIM-9D\t“响\t尾\t蛇”
weapons/us_aim9d_sidewinder_default_group;AIM-9D\t“响\t尾\t蛇”\t空\t对\t空\t导\t弹
weapons/us_aim9d_sidewinder_default_group/short;AIM-9D\t“响\t尾\t蛇”
weapons/us_aim9d_sidewinder_cwp;AIM-9D\t“响\t尾\t蛇”\t空\t对\t空\t导\t弹
weapons/us_aim9d_sidewinder_cwp/short;AIM-9D\t“响\t尾\t蛇”
weapons/us_aim9g_sidewinder;AIM-9G\t“响\t尾\t蛇”\t空\t对\t空\t导\t弹
weapons/us_aim9g_sidewinder/short;AIM-9G\t“响\t尾\t蛇”
weapons/us_aim9g_sidewinder_default;AIM-9G\t“响\t尾\t蛇”\t空\t对\t空\t导\t弹
weapons/us_aim9g_sidewinder_default/short;AIM-9G\t“响\t尾\t蛇”
weapons/us_aim9h_sidewinder;AIM-9H\t“响\t尾\t蛇”\t空\t对\t空\t导\t弹
weapons/us_aim9h_sidewinder/short;AIM-9H\t“响\t尾\t蛇”
weapons/us_aim9j_sidewinder;AIM-9J\t“响\t尾\t蛇”\t空\t对\t空\t导\t弹
weapons/us_aim9j_sidewinder/short;AIM-9J\t“响\t尾\t蛇”
weapons/us_aim9j_sidewinder_default;AIM-9J\t“响\t尾\t蛇”\t空\t对\t空\t导\t弹
weapons/us_aim9j_sidewinder_default/short;AIM-9J\t“响\t尾\t蛇”
weapons/us_aim9n_sidewinder;AIM-9N\t“响\t尾\t蛇”\t空\t对\t空\t导\t弹
weapons/us_aim9n_sidewinder/short;AIM-9N\t“响\t尾\t蛇”
weapons/us_aim4g_falcon;AIM-4G\t“超\t级\t猎\t鹰”\t空\t对\t空\t导\t弹
weapons/us_aim4g_falcon/short;AIM-4G\t“超\t级\t猎\t鹰”
weapons/us_aim4f_falcon;AIM-4F\t“超\t级\t猎\t鹰”\t空\t对\t空\t导\t弹
weapons/us_aim4f_falcon/short;AIM-4F\t“超\t级\t猎\t鹰”
weapons/us_aim4g_falcon_default;AIM-4G\t“超\t级\t猎\t鹰”\t空\t对\t空\t导\t弹
weapons/us_aim4g_falcon_default/short;AIM-4G\t“超\t级\t猎\t鹰”
weapons/us_aim4f_falcon_default;AIM-4F\t“超\t级\t猎\t鹰”\t空\t对\t空\t导\t弹
weapons/us_aim4f_falcon_default/short;AIM-4F\t“超\t级\t猎\t鹰”
weapons/us_aim_54a;AIM-54A\t“不\t死\t鸟”\t空\t对\t空\t导\t弹
weapons/us_aim_54a/short;AIM-54A\t“不\t死\t鸟”
weapons/us_aim_54a_default;AIM-54A\t“不\t死\t鸟”\t空\t对\t空\t导\t弹
weapons/us_aim_54a_default/short;AIM-54A\t“不\t死\t鸟”
weapons/us_aim_54c;AIM-54C\t“不\t死\t鸟”\t空\t对\t空\t导\t弹
weapons/us_aim_54c/short;AIM-54C\t“不\t死\t鸟”
weapons/us_aim_54c_default;AIM-54C\t“不\t死\t鸟”\t空\t对\t空\t导\t弹
weapons/us_aim_54c_default/short;AIM-54C\t“不\t死\t鸟”
weapons/us_aim_120a;AIM-120A 先\t进\t中\t程\t空\t对\t空\t导\t弹
weapons/us_aim_120a/short;AIM-120A
weapons/us_aim_120a_default;AIM-120A 先\t进\t中\t程\t空\t对\t空\t导\t弹
weapons/us_aim_120a_default/short;AIM-120A
weapons/us_aim_120b_default;AIM-120B 先\t进\t中\t程\t空\t对\t空\t导\t弹
weapons/us_aim_120b_default/short;AIM-120B
weapons/us_aim_120b;AIM-120B 先\t进\t中\t程\t空\t对\t空\t导\t弹
weapons/us_aim_120b/short;AIM-120B
weapons/us_aim_120b_bol_pod;AIM-120B 先\t进\t中\t程\t空\t对\t空\t导\t弹
weapons/us_aim_120b_bol_pod/short;AIM-120B
weapons/us_aim_120c_5;AIM-120C-5 先\t进\t中\t程\t空\t对\t空\t导\t弹
weapons/us_aim_120c_5/short;AIM-120C-5
weapons/us_aim_120c_7;AIM-120C-7 先\t进\t中\t程\t空\t对\t空\t导\t弹
weapons/us_aim_120c_7/short;AIM-120C-7
weapons/us_aim_120c_7_sam;AIM-120C-7 先\t进\t中\t程\t空\t对\t空\t导\t弹
weapons/us_aim_120c_7_sam/short;AIM-120C-7
weapons/us_aim_120c_5_default;AIM-120C-5 先\t进\t中\t程\t空\t对\t空\t导\t弹
weapons/us_aim_120c_5_default/short;AIM-120C-5
weapons/us_aim_120b_switzerland;Flz Lwf LL 97 先\t进\t中\t程\t空\t对\t空\t导\t弹
weapons/us_aim_120b_switzerland/short;Flz Lwf LL 97
weapons/us_aim_120b_default_switzerland;Flz Lwf LL 97 先\t进\t中\t程\t空\t对\t空\t导\t弹
